article,image_url
1000572515,https://images-foodtech.magnit.ru/dbEiJ5UXTKGYoZ7Qbh4JQCK0x_R_7QlMR_DQHpIBGqg/rs:fit:1600:1600/plain/s3://img-dostavka/uf/8a5/8a52abf8756e104fda24ffaead24f4b8/e4cd34c9a08b9b2fc1721f82d0a58527.jpeg@webp
1000003776,https://images-foodtech.magnit.ru/tRZlWguHn12WN9jgVxlE7YkG9MdyLUgmg0SwGnBVcW8/rs:fit:1600:1600/plain/s3://img-dostavka/uf/7a3/7a3cc6bd0179c6f5c9c6901737ea9c07/9f709d236ac02a82564fb6046ff51c6e.jpeg@webp
1000522681,https://images-foodtech.magnit.ru/kapTAQU5zcX3fduJr-XcIsWUfdk3MscCODXZQn4pk8o/rs:fit:1600:1600/plain/s3://img-dostavka/uf/58d/58d94a5cfc2fbecc17060223ebace22b/b92052801b008b54a9d39eaf1de2e9de.jpeg@webp
1000014283,https://images-foodtech.magnit.ru/0tL_-niICBCrPYp0JDclNxFyNgDqqL4jlPlnlpblNac/rs:fit:1600:1600/plain/s3://img-dostavka/uf/869/8699f9476b85f57f71e18f9df0d0f8e9/880ba0cbef7db0964de366ff8fec113f.jpeg@webp
1000077305,https://images-foodtech.magnit.ru/Eh8YI3Jmhg_Xe7f87RdrjyfmAvfc12rN_HyzqwaXgzM/rs:fit:1600:1600/plain/s3://img-dostavka/uf/67a/67ad1ccb0736fd71d5603d83d678f0d9/e2ed61b78af64c4f07516fb7112d82ea.jpeg@webp
1000474408,https://images-foodtech.magnit.ru/06TEKKuNlD8LMGDQbrjnjc6k1eb7ry4W_4d9t5mBXtw/rs:fit:1600:1600/plain/s3://img-dostavka/uf/e9c/e9c543f81ced9c2ce9470863bf2d9d1d/c0ac6b35a27baf59537eb432967ce87e.jpeg@webp
1000418604,https://images-foodtech.magnit.ru/Yx8vcmqjKNtvjexQIOFJC629pYw8pBlO__-53Z7cAAs/rs:fit:1600:1600/plain/s3://img-dostavka/uf/888/8888cb9fb10b1835b81ad8bbb190e321/e829d57d70908d39422ba62886fb64be.jpeg@webp
1000418604,https://images-foodtech.magnit.ru/Yx8vcmqjKNtvjexQIOFJC629pYw8pBlO__-53Z7cAAs/rs:fit:1600:1600/plain/s3://img-dostavka/uf/888/8888cb9fb10b1835b81ad8bbb190e321/e829d57d70908d39422ba62886fb64be.jpeg@webp
1000239574,https://images-foodtech.magnit.ru/1qeQWKU_Ny_bnqMoeYBomDu__UlCVvfYfzdaomFs0uY/rs:fit:1600:1600/plain/s3://img-dostavka/uf/988/98881bef8ea7d0bdb2b75bd9fe568347/fbb10778a5b9d319811e675f6604e611.jpeg@webp
1000239574,https://images-foodtech.magnit.ru/1qeQWKU_Ny_bnqMoeYBomDu__UlCVvfYfzdaomFs0uY/rs:fit:1600:1600/plain/s3://img-dostavka/uf/988/98881bef8ea7d0bdb2b75bd9fe568347/fbb10778a5b9d319811e675f6604e611.jpeg@webp
1000099675,https://images-foodtech.magnit.ru/1fqcicIfqETESG_oimcTQvh4Wwuic6gNEY91Jxayfsg/rs:fit:1600:1600/plain/s3://img-dostavka/uf/3c6/3c6945eca0b4c3988349042e30285c7d/8ff3178ce764428312758b079e83d8cd.jpeg@webp
